morador,numerocontrole,Bloco,DT_VISITA,DT_TERMINO,TEMPO_TOTAL_ENTREV,Idade,Pais,Estado,Cidade,Bairro_BH,Regiao_BH,T_pernoite,T_qtpernoite,T_hospedagem,T_transp,T_motivo,T_outromoivo,Dias_carnaval,Gasto_total,T_Hospedagem,Alimentacao,T_Atrativos_passeios,Transporte_interno,Compras,Ingressos,Outros,Total,Qtd_pessoas_gasto,Fonte_carnaval,Participou_anosanteriores,Evolucao,Motivo,Expectativas,Aval_geral,Aval_banheiros,Aval_seguranca,Aval_precos,Proxima_edicao,Motivo_nao,Blocos_de_Rua,Escola_samba_caricato,Eventos_privados,Palcos,T_visita_amigos,T_citytour,T_visitacultural,T_compras,T_gastronomia,Principal_patrocinador,Outr_patrocinador,Genero,Esclaridade,Estado_civil,Faixa_renda
Morador,279,Quando come se lambuza,10/02/2018 17:28,10/02/2018 17:32,0:04:34,21,Brasil,Minas Gerais,Pedro Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,3,200,NA,150,NA,50,,,,200,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu em parte,6,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,280,Bloco da Calixto,10/02/2018 17:29,10/02/2018 17:35,0:05:59,54,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,NA,NA,NA,NA,NA,NA,6,400,NA,360,NA,40,,,,400,2,Amigos/Familiares,Nao,,,Superou,6,10,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Casado (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,281,Quando come se lambuza,10/02/2018 17:31,10/02/2018 17:36,0:05:35,24,Brasil,Minas Gerais,Belo Horizonte,Betania,Oeste,NA,NA,NA,NA,NA,NA,6,,NA,,NA,,,,,,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,3,4,6,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Ambev,Feminino,Ensino superior incompleto,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,282,Quando come se lambuza,10/02/2018 17:33,10/02/2018 17:36,0:03:20,20,Brasil,Minas Gerais,Belo Horizonte,Planalto,Norte,NA,NA,NA,NA,NA,NA,5,50,NA,50,NA,,,,,50,1,Internet (site),Sim,Melhorou,,Superou,8,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,283,Quando come se lambuza,10/02/2018 17:33,10/02/2018 17:35,0:02:08,24,Brasil,Minas Gerais,Juatuba,NA,NA,NA,NA,NA,NA,NA,NA,2,300,NA,200,NA,70,,,30,300,1,Internet (site),Sim,Melhorou,,Atendeu plenamente,6,7,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,284,Quando come se lambuza,10/02/2018 17:37,10/02/2018 17:46,0:09:08,28,Brasil,Minas Gerais,Belo Horizonte,Bom Jesus,Noroeste,NA,NA,NA,NA,NA,NA,2,150,NA,150,NA,,,,,150,1,Jornais/Revistas,Nao,,,Superou,8,7,9,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,285,Quando come se lambuza,10/02/2018 17:37,10/02/2018 17:43,0:05:50,19,Brasil,Minas Gerais,Belo Oriente,NA,NA,Sim,5,Casa de Amigos/Parentes,Trem,Sim,NA,5,300,300,,,,,,,300,1,Amigos/Familiares,Nao,,,Atendeu em parte,2,7,5,6,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Masculino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,286,Bloco da Calixto,10/02/2018 17:38,10/02/2018 17:44,0:06:08,34,Brasil,Minas Gerais,Bom Despacho,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,3,1000,,800,200,,,,,1000,1,Outro,Sim,"Nem melhorou, nem piorou",,Indiferente,1,1,3,5,Sim,,Sim,Nao,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Prefeitura,,Feminino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,287,Quando come se lambuza,10/02/2018 17:43,10/02/2018 17:49,0:06:01,18,Brasil,Minas Gerais,Formiga,NA,NA,Sim,4,Casa de Amigos/Parentes,Carro,Sim,NA,5,400,,300,100,,,,,400,1,Amigos/Familiares,Nao,,,Superou,1,7,7,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Masculino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,288,Bloco da Calixto,10/02/2018 17:45,10/02/2018 17:52,0:06:45,38,Brasil,Minas Gerais,Belo Horizonte,Lourdes,Centro sul,NA,NA,NA,NA,NA,NA,6,700,NA,500,NA,50,150,,,700,4,Jornais/Revistas,Sim,Melhorou,,Superou,7,10,8,10,Sim,,Sim,Sim,Sim,Nao,NA,NA,NA,NA,NA,Prefeitura,Ambev,Masculino,Ensino superior completo,Casado (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,289,Quando come se lambuza,10/02/2018 17:46,10/02/2018 17:52,0:05:35,28,Brasil,Minas Gerais,Belo Horizonte,Bairro Novo das Industrias,Barreiro,NA,NA,NA,NA,NA,NA,2,150,NA,140,NA,10,,,,150,1,Jornais/Revistas,Nao,,,Atendeu plenamente,7,8,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,290,Quando come se lambuza,10/02/2018 17:51,10/02/2018 17:57,0:05:13,22,Brasil,Minas Gerais,Santa Barbara,NA,NA,Sim,7,Casa de Amigos/Parentes,Trem,Sim,NA,5,500,,400,100,,,,,500,1,Internet (site),Sim,Melhorou,,Superou,1,5,8,8,Sim,,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),Nao sabe
Visitantes,291,Quando come se lambuza,10/02/2018 17:56,10/02/2018 18:00,0:03:49,41,Brasil,Minas Gerais,Jequitiba,NA,NA,Nao,,,,Nao respondeu,Nao respondeu,4,400,,200,200,,,,,400,1,Internet (site),Nao,,,Atendeu em parte,4,4,4,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Skol,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,292,Bloco da Calixto,10/02/2018 18:04,10/02/2018 18:11,0:06:56,42,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,NA,NA,NA,NA,NA,NA,4,280,NA,280,NA,,,,,280,1,Jornais/Revistas,Sim,Melhorou,,Superou,1,5,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Ambev,Feminino,Ensino fundamental completo,Casado (a),"Ate um salario minimo (R$ 954,00 )"
Morador,293,Quando come se lambuza,10/02/2018 18:04,10/02/2018 18:10,0:06:07,30,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,5,100,NA,80,NA,20,,,,100,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Piorou,Muita gente,Atendeu plenamente,3,5,8,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,294,Quando come se lambuza,10/02/2018 18:04,10/02/2018 18:10,0:05:15,23,Brasil,Minas Gerais,Belo Horizonte,Ipiranga,Nordeste,NA,NA,NA,NA,NA,NA,6,430,NA,270,NA,10,20,,200,430,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,1,10,5,7,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior incompleto,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,295,Quando come se lambuza,10/02/2018 18:05,10/02/2018 18:10,0:04:36,19,Brasil,Minas Gerais,Nova Lima,NA,NA,NA,NA,NA,NA,NA,NA,4,500,NA,300,NA,200,,,,500,1,Jornais/Revistas,Sim,Piorou,Banheiros,Atendeu em parte,5,2,2,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,296,Quando come se lambuza,10/02/2018 18:10,10/02/2018 18:14,0:03:57,21,Brasil,Minas Gerais,Belo Horizonte,Serra,Centro sul,NA,NA,NA,NA,NA,NA,5,200,NA,200,NA,,,,,200,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Nao satisfez/decepcionou,7,7,4,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,297,Quando come se lambuza,10/02/2018 18:11,10/02/2018 18:23,0:12:05,25,Brasil,Minas Gerais,Pedro Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,25,NA,,,,,25,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Atendeu plenamente,1,4,2,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,298,Quando come se lambuza,10/02/2018 18:11,10/02/2018 18:15,0:04:26,18,Brasil,Minas Gerais,Ipatinga,NA,NA,Sim,2,Casa de Amigos/Parentes,Carro,Sim,NA,2,500,,300,200,,,,,500,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,8,7,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),Nao respondeu
Morador,299,Bloco da Calixto,10/02/2018 18:14,10/02/2018 18:20,0:05:40,40,Brasil,Minas Gerais,Belo Horizonte,Serra,Centro sul,NA,NA,NA,NA,NA,NA,3,500,NA,350,NA,100,50,,,500,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,6,5,3,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Casado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,300,Quando come se lambuza,10/02/2018 18:23,10/02/2018 18:31,0:07:34,22,Brasil,Minas Gerais,Belo Horizonte,Ouro Preto,Pampulha,NA,NA,NA,NA,NA,NA,5,300,NA,300,NA,,,,,300,1,Amigos/Familiares,Sim,Melhorou,,Superou,1,6,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,301,Quando come se lambuza,10/02/2018 18:24,10/02/2018 18:27,0:03:39,23,Brasil,Minas Gerais,Belo Horizonte,Funcionarios,Centro sul,NA,NA,NA,NA,NA,NA,4,350,NA,300,NA,50,,,,350,1,Amigos/Familiares,Sim,Piorou,Organizaçao,Atendeu em parte,6,7,6,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,302,Quando come se lambuza,10/02/2018 18:28,10/02/2018 18:33,0:04:09,20,Brasil,Minas Gerais,Belo Horizonte,Copacabana,Venda Nova,NA,NA,NA,NA,NA,NA,6,300,NA,300,NA,,,,,300,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,1,4,9,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,303,Entao Brilha,10/02/2018 18:29,10/02/2018 18:34,0:04:23,32,Brasil,Minas Gerais,Belo Horizonte,Santa Amelia,Pampulha,NA,NA,NA,NA,NA,NA,4,200,NA,150,NA,50,,,,200,2,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,5,8,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,304,Quando come se lambuza,10/02/2018 18:39,10/02/2018 18:41,0:01:57,23,Brasil,Minas Gerais,Santa Luzia,NA,NA,NA,NA,NA,NA,NA,NA,3,300,NA,200,NA,100,,,,300,2,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,5,7,9,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino tecnico,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,305,Bloco da Calixto,10/02/2018 18:42,10/02/2018 18:49,0:07:43,16,Brasil,Minas Gerais,Vespasiano,NA,NA,NA,NA,NA,NA,NA,NA,6,200,NA,40,NA,100,20,20,20,200,1,Internet (site),Nao,,,Superou,5,10,4,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,306,Bloco da Calixto,10/02/2018 18:50,10/02/2018 18:59,0:08:50,16,Brasil,Minas Gerais,Belo Horizonte,Conjunto Taquaril,Leste,NA,NA,NA,NA,NA,NA,6,300,NA,300,NA,,,,,300,6,Jornais/Revistas,Sim,Melhorou,,Superou,7,10,1,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,307,Bloco da Calixto,10/02/2018 19:01,10/02/2018 19:07,0:05:24,16,Brasil,Minas Gerais,Belo Horizonte,Salgado Filho,Oeste,NA,NA,NA,NA,NA,NA,6,200,NA,40,NA,40,20,,100,200,4,Amigos/Familiares,Sim,Melhorou,,Superou,7,3,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,308,Bloco da Calixto,10/02/2018 19:10,10/02/2018 19:17,0:06:40,16,Brasil,Minas Gerais,Divinopolis,NA,NA,Sim,6,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,5,400,,300,80,20,,,,400,1,Amigos/Familiares,Sim,Melhorou,,Superou,2,3,5,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,309,Bloco da Calixto,10/02/2018 19:16,10/02/2018 19:27,0:11:01,35,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,NA,NA,NA,NA,NA,NA,6,200,NA,150,NA,50,,,,200,2,Internet (site),Sim,Melhorou,,Indiferente,3,1,8,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Amstel,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,310,Bloco da Calixto,10/02/2018 19:18,10/02/2018 19:25,0:06:39,16,Brasil,Minas Gerais,Pedro Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,5,435,NA,400,NA,35,,,,435,1,Amigos/Familiares,Nao,,,Atendeu em parte,NR,3,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Brahma,Skol,Masculino,Ensino tecnico,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,311,Bloco da Calixto,10/02/2018 19:26,10/02/2018 19:31,0:04:44,16,Brasil,Minas Gerais,Belo Horizonte,Calafate,Oeste,NA,NA,NA,NA,NA,NA,6,500,NA,200,NA,50,,50,200,500,1,Internet (site),Sim,Melhorou,,Superou,1,5,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,312,Bloco da Calixto,10/02/2018 19:28,10/02/2018 19:34,0:05:39,54,Brasil,Minas Gerais,Belo Horizonte,Pompeia,Leste,NA,NA,NA,NA,NA,NA,5,200,NA,180,NA,20,,,,200,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,7,7,8,8,Sim,,Sim,Sim,Sim,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Pos – Graduaçao – Mestrado,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,313,Bloco da Calixto,10/02/2018 19:35,10/02/2018 19:43,0:07:29,16,Brasil,Minas Gerais,Belo Horizonte,Camargos,Noroeste,NA,NA,NA,NA,NA,NA,5,110,NA,40,NA,50,,,10,110,1,Internet (site),Nao,,,Atendeu plenamente,5,10,1,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,314,Bloco da Calixto,10/02/2018 19:44,10/02/2018 19:52,0:07:57,16,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,NA,NA,NA,NA,NA,NA,6,500,NA,200,NA,200,100,,,500,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,6,5,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,315,Beiço do Vando,11/02/2018 8:32,11/02/2018 8:40,0:07:46,28,Brasil,Minas Gerais,Belo Horizonte,Manacas,Pampulha,NA,NA,NA,NA,NA,NA,6,570,NA,440,NA,120,,10,,570,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,8,6,8,10,Nao,Falta de infraestrutura,Sim,Sim,Sim,Nao,NA,NA,NA,NA,NA,Amstel,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,316,Beiço do Vando,11/02/2018 8:33,11/02/2018 8:39,0:05:29,26,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,2,103,NA,50,NA,23,30,,,103,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,3,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Feminino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,317,Beiço do Vando,11/02/2018 8:35,11/02/2018 8:41,0:05:31,30,Brasil,Minas Gerais,Belo Horizonte,Tupi A,Norte,NA,NA,NA,NA,NA,NA,1,96,NA,80,NA,16,,,,96,2,Internet (site),Sim,Melhorou,,Superou,5,5,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,318,Beiço do Vando,11/02/2018 8:40,11/02/2018 8:47,0:07:16,24,Brasil,Minas Gerais,Araxa,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,3,600,,300,200,,100,,,600,1,Amigos/Familiares,Nao,,,Atendeu plenamente,3,9,7,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,319,Beiço do Vando,11/02/2018 8:40,11/02/2018 8:47,0:07:08,46,Brasil,Minas Gerais,Belo Horizonte,Sao Bernardo,Pampulha,NA,NA,NA,NA,NA,NA,2,170,NA,100,NA,70,,,,170,1,Internet (site),Sim,Melhorou,,Atendeu plenamente,9,8,3,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,320,Beiço do Vando,11/02/2018 8:41,11/02/2018 8:48,0:07:35,56,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,NA,NA,NA,NA,NA,NA,6,216,NA,180,NA,16,20,,,216,1,Jornais/Revistas,Sim,Melhorou,,Superou,5,10,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Divorciado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,321,Beiço do Vando,11/02/2018 8:47,11/02/2018 8:52,0:04:10,25,Brasil,Minas Gerais,Belo Horizonte,Planalto,Norte,NA,NA,NA,NA,NA,NA,6,500,NA,300,NA,200,,,,500,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,8,8,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,322,Beiço do Vando,11/02/2018 8:48,11/02/2018 8:57,0:08:32,18,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,3,360,NA,200,NA,60,100,,,360,3,Amigos/Familiares,Nao,,,Superou,5,10,5,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,323,Beiço do Vando,11/02/2018 8:53,11/02/2018 8:58,0:05:04,36,Brasil,Minas Gerais,Belo Horizonte,Sao Geraldo,Leste,NA,NA,NA,NA,NA,NA,5,450,NA,300,NA,100,50,,,450,1,Amigos/Familiares,Nao,,,Superou,7,5,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,324,Beiço do Vando,11/02/2018 8:58,11/02/2018 9:04,0:06:10,30,Brasil,Minas Gerais,Belo Horizonte,Santa Lucia,Centro sul,NA,NA,NA,NA,NA,NA,4,480,NA,300,NA,150,,,30,480,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,10,10,8,10,Sim,,Sim,Sim,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Pos – Graduaçao – Mestrado,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,325,Beiço do Vando,11/02/2018 9:00,11/02/2018 9:06,0:05:25,31,Brasil,Minas Gerais,Belo Horizonte,Silveira,Nordeste,NA,NA,NA,NA,NA,NA,5,710,NA,200,NA,200,200,110,,710,1,Jornais/Revistas,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,8,8,7,8,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior completo,Solteiro (a),Nao sabe
Morador,326,Beiço do Vando,11/02/2018 9:04,11/02/2018 9:09,0:05:00,20,Brasil,Minas Gerais,Belo Horizonte,Santa Lucia,Centro sul,NA,NA,NA,NA,NA,NA,3,250,NA,200,NA,,,,50,250,1,Amigos/Familiares,Nao,,,Superou,10,10,8,9,Sim,,Sim,Sim,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Visitantes,327,Beiço do Vando,11/02/2018 9:08,11/02/2018 9:13,0:04:41,27,Brasil,Sao Paulo,Sao Paulo,NA,NA,Sim,4,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,4,300,,100,60,,,140,,300,1,Amigos/Familiares,Nao,,,Superou,7,8,9,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Ambev,,Feminino,Ensino superior completo,Solteiro (a),Nao respondeu
Morador,328,Beiço do Vando,11/02/2018 9:09,11/02/2018 9:22,0:12:36,43,Brasil,Minas Gerais,Belo Horizonte,Alipio de Melo,Noroeste,NA,NA,NA,NA,NA,NA,4,790,NA,360,NA,250,80,,100,790,3,Outro,Sim,Melhorou,,Superou,1,6,8,9,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Ambev,Prefeitura,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,329,Beiço do Vando,11/02/2018 9:19,11/02/2018 9:23,0:03:55,48,Brasil,Minas Gerais,Belo Horizonte,Paqueta,Pampulha,NA,NA,NA,NA,NA,NA,2,120,NA,100,NA,20,,,,120,1,Amigos/Familiares,Nao,,,Atendeu plenamente,7,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Casado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,330,Beiço do Vando,11/02/2018 9:23,11/02/2018 9:30,0:07:21,37,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,NA,NA,NA,NA,NA,NA,6,1200,NA,300,NA,300,100,400,100,1200,1,Outro,Sim,Melhorou,,Superou,6,8,8,8,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Prefeitura,Ambev,Masculino,Ensino superior incompleto,Casado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,331,Beiço do Vando,11/02/2018 9:30,11/02/2018 9:34,0:04:07,33,Brasil,Minas Gerais,Belo Horizonte,Aparecida,Noroeste,NA,NA,NA,NA,NA,NA,3,150,NA,150,NA,,,,,150,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,7,9,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Amstel,,Masculino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
