morador,numerocontrole,Bloco,DT_VISITA,DT_TERMINO,TEMPO_TOTAL_ENTREV,Idade,Pais,Estado,Cidade,Bairro_BH,Regiao_BH,T_pernoite,T_qtpernoite,T_hospedagem,T_transp,T_motivo,T_outromoivo,Dias_carnaval,Gasto_total,T_Hospedagem,Alimentacao,T_Atrativos_passeios,Transporte_interno,Compras,Ingressos,Outros,Total,Qtd_pessoas_gasto,Fonte_carnaval,Participou_anosanteriores,Evolucao,Motivo,Expectativas,Aval_geral,Aval_banheiros,Aval_seguranca,Aval_precos,Proxima_edicao,Motivo_nao,Blocos_de_Rua,Escola_samba_caricato,Eventos_privados,Palcos,T_visita_amigos,T_citytour,T_visitacultural,T_compras,T_gastronomia,Principal_patrocinador,Outr_patrocinador,Genero,Esclaridade,Estado_civil,Faixa_renda
Visitantes,755,Batiza,12/02/2018 11:09,12/02/2018 11:15,0:06:34,39,Brasil,Sao Paulo,Sao Paulo,NA,NA,Sim,5,Casa de Amigos/Parentes,Carro,Sim,NA,5,860,,500,300,,,60,,860,3,Amigos/Familiares,Nao,,,Superou,10,10,10,10,Sim,,Sim,Nao,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Amstel,Outro,Masculino,Pos – Graduaçao – Especializaçao,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,756,Bloco Havayanas Usadas,12/02/2018 11:09,12/02/2018 11:16,0:06:42,23,Brasil,Minas Gerais,Belo Horizonte,Santo Agostinho,Centro sul,NA,NA,NA,NA,NA,NA,2,30,NA,30,NA,,,,,30,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,9,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,757,Baianas Ozadas,12/02/2018 11:09,12/02/2018 11:16,0:06:26,65,Brasil,Minas Gerais,Belo Horizonte,Nazare,Nordeste,NA,NA,NA,NA,NA,NA,5,300,NA,250,NA,50,,,,300,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,3,8,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,758,Baianas Ozadas,12/02/2018 11:10,12/02/2018 11:16,0:05:48,37,Brasil,Minas Gerais,Belo Horizonte,Conjunto Santa Maria,Oeste,NA,NA,NA,NA,NA,NA,3,360,NA,150,NA,60,,,150,360,4,Outro,Sim,Melhorou,,Superou,8,7,9,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,759,Baianas Ozadas,12/02/2018 11:11,12/02/2018 11:16,0:04:59,20,Brasil,Minas Gerais,Belo Horizonte,Nova Gameleira,Oeste,NA,NA,NA,NA,NA,NA,4,300,NA,150,NA,50,100,,,300,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,4,4,2,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,760,Baianas Ozadas,12/02/2018 11:11,12/02/2018 11:21,0:09:34,18,Brasil,Minas Gerais,Belo Horizonte,Bela Vitoria,Nordeste,NA,NA,NA,NA,NA,NA,4,200,NA,20,NA,49,,,,69,5,Amigos/Familiares,Sim,Melhorou,,Atendeu em parte,5,9,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Visitantes,761,Baianas Ozadas,12/02/2018 11:11,12/02/2018 11:18,0:06:51,16,Brasil,Minas Gerais,Ferros,NA,NA,Sim,10,Hoteis/Pousadas,onibus rodoviario,Sim,NA,6,580,250,200,,,100,,30,580,4,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,5,7,8,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,762,Baianas Ozadas,12/02/2018 11:12,12/02/2018 11:18,0:06:04,20,Brasil,Minas Gerais,Belo Horizonte,Cidade Jardim,Centro sul,NA,NA,NA,NA,NA,NA,4,1000,NA,1000,NA,,,,,1000,2,Outro,Sim,Melhorou,,Superou,1,5,7,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino superior completo,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,763,Baianas Ozadas,12/02/2018 11:13,12/02/2018 11:17,0:04:20,48,Brasil,Minas Gerais,Belo Horizonte,Providencia,Norte,NA,NA,NA,NA,NA,NA,2,125,NA,100,NA,25,,,,125,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,7,8,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino medio completo,Solteiro (a),Nao respondeu
Morador,764,Baianas Ozadas,12/02/2018 11:14,12/02/2018 11:22,0:07:07,41,Brasil,Minas Gerais,Belo Horizonte,Jardim America,Oeste,NA,NA,NA,NA,NA,NA,3,300,NA,150,NA,150,,,,300,3,Internet (site),Sim,Melhorou,,Atendeu em parte,7,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,,Feminino,Ensino medio completo,Casado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,765,Bloco Havayanas Usadas,12/02/2018 11:15,12/02/2018 11:22,0:07:24,38,Brasil,Minas Gerais,Belo Horizonte,Vera Cruz,Leste,NA,NA,NA,NA,NA,NA,4,240,NA,20,NA,50,50,,120,240,2,Internet (site),Sim,Melhorou,,Atendeu em parte,7,10,10,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio completo,Casado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,766,Baianas Ozadas,12/02/2018 11:16,12/02/2018 11:22,0:05:26,28,Brasil,Minas Gerais,Belo Horizonte,Vista Alegre,Oeste,NA,NA,NA,NA,NA,NA,4,160,NA,50,NA,40,70,,,160,2,Internet (site),Sim,Melhorou,,Superou,8,8,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,767,Batiza,12/02/2018 11:17,12/02/2018 11:22,0:05:37,41,Brasil,Minas Gerais,Belo Horizonte,Boa Vista,Leste,NA,NA,NA,NA,NA,NA,3,550,NA,500,NA,50,,,,550,2,Outro,Sim,Melhorou,,Atendeu plenamente,8,8,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino superior completo,Casado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,768,Baianas Ozadas,12/02/2018 11:18,12/02/2018 11:27,0:08:58,35,Brasil,Minas Gerais,Belo Horizonte,Eymard,Nordeste,NA,NA,NA,NA,NA,NA,2,200,NA,150,NA,50,,,,200,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Superou,5,7,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino medio incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Visitantes,769,Baianas Ozadas,12/02/2018 11:18,12/02/2018 11:23,0:04:19,16,Brasil,Minas Gerais,Juiz de Fora,NA,NA,Sim,5,Hoteis/Pousadas,onibus rodoviario,Sim,NA,5,800,200,500,,,,,,700,1,Amigos/Familiares,Nao,,,Atendeu plenamente,6,8,8,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,Ambev,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,770,Baianas Ozadas,12/02/2018 11:18,12/02/2018 11:22,0:03:29,22,Brasil,Minas Gerais,Belo Horizonte,Estoril,Oeste,NA,NA,NA,NA,NA,NA,2,200,NA,150,NA,50,,,,200,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,1,4,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,771,Baianas Ozadas,12/02/2018 11:18,12/02/2018 11:26,0:07:15,25,Brasil,Minas Gerais,Sao Jose da Lapa,NA,NA,NA,NA,NA,NA,NA,NA,5,180,NA,180,NA,,,,,180,1,Amigos/Familiares,Sim,Melhorou,,Superou,1,10,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,772,Baianas Ozadas,12/02/2018 11:18,12/02/2018 11:26,0:07:27,22,Brasil,Minas Gerais,Belo Horizonte,Cidade Nova,Nordeste,NA,NA,NA,NA,NA,NA,6,220,NA,200,NA,20,,,,220,1,Jornais/Revistas,Sim,Melhorou,,Superou,1,1,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior incompleto,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,773,Baianas Ozadas,12/02/2018 11:19,12/02/2018 11:25,0:06:21,21,Brasil,Minas Gerais,Belo Horizonte,Ermelinda,Noroeste,NA,NA,NA,NA,NA,NA,4,400,NA,300,NA,100,,,,400,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,6,4,5,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,774,Baianas Ozadas,12/02/2018 11:20,12/02/2018 11:24,0:04:00,32,Brasil,Minas Gerais,Belo Horizonte,Betania,Oeste,NA,NA,NA,NA,NA,NA,4,300,NA,250,NA,50,,,,300,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,7,7,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,775,Baianas Ozadas,12/02/2018 11:20,12/02/2018 11:28,0:07:59,35,Brasil,Minas Gerais,Belo Horizonte,Pindorama,Noroeste,NA,NA,NA,NA,NA,NA,6,322,NA,300,NA,12,,,10,322,1,Outro,Sim,Piorou,Muita gente,Atendeu plenamente,8,3,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,776,Baianas Ozadas,12/02/2018 11:21,12/02/2018 11:25,0:04:43,18,Brasil,Minas Gerais,Belo Horizonte,Belmonte,Nordeste,NA,NA,NA,NA,NA,NA,3,100,NA,60,NA,25,15,,,100,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Superou,9,5,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,777,Baianas Ozadas,12/02/2018 11:22,12/02/2018 11:26,0:03:59,32,Brasil,Minas Gerais,Betim,NA,NA,NA,NA,NA,NA,NA,NA,4,500,NA,100,NA,50,350,,,500,1,Amigos/Familiares,Nao,,,Atendeu plenamente,7,8,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,778,Bloco Havayanas Usadas,12/02/2018 11:23,12/02/2018 11:28,0:04:59,38,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,6,200,NA,50,NA,50,50,,50,200,4,Amigos/Familiares,Sim,Melhorou,,Superou,10,10,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,779,Bloco Havayanas Usadas,12/02/2018 11:23,12/02/2018 11:30,0:06:32,38,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,NA,NA,NA,NA,NA,NA,5,450,NA,300,NA,150,,,,450,5,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,5,8,3,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino medio completo,Casado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,780,Baianas Ozadas,12/02/2018 11:23,12/02/2018 11:29,0:05:20,23,Brasil,Goias,Goiania,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,3,50,,20,30,,,,,50,3,Amigos/Familiares,Sim,Melhorou,,Superou,4,9,9,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,Skol,Masculino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,781,Baianas Ozadas,12/02/2018 11:24,12/02/2018 11:30,0:05:38,29,Brasil,Minas Gerais,Belo Horizonte,Santa Ines,Leste,NA,NA,NA,NA,NA,NA,4,600,NA,520,NA,80,,,,600,1,Internet (site),Nao,,,Atendeu em parte,4,5,8,5,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,782,Batiza,12/02/2018 11:25,12/02/2018 11:31,0:06:26,36,Brasil,Minas Gerais,Belo Horizonte,Santo Antonio,Centro sul,NA,NA,NA,NA,NA,NA,3,180,NA,150,NA,30,,,,180,4,Outro,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,8,10,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,,Masculino,Ensino superior completo,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Visitantes,783,Baianas Ozadas,12/02/2018 11:25,12/02/2018 11:30,0:04:51,38,Brasil,Minas Gerais,Claraval,NA,NA,Sim,5,Casa de Amigos/Parentes,Trem,Sim,NA,4,500,,300,100,,100,,,500,1,Amigos/Familiares,Sim,Melhorou,,Superou,5,5,5,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,784,Baianas Ozadas,12/02/2018 11:25,12/02/2018 11:33,0:07:58,35,Brasil,Minas Gerais,Sao Jose da Lapa,NA,NA,NA,NA,NA,NA,NA,NA,2,140,NA,100,NA,40,,,,140,2,Internet (site),Nao,,,Atendeu em parte,5,6,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,,Feminino,Ensino superior completo,Casado (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,785,Baianas Ozadas,12/02/2018 11:27,12/02/2018 11:33,0:05:46,16,Brasil,Minas Gerais,Belo Horizonte,Sao Geraldo,Leste,NA,NA,NA,NA,NA,NA,6,90,NA,50,NA,40,,,,90,1,Internet (site),Sim,Melhorou,,Atendeu em parte,7,4,3,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,786,Baianas Ozadas,12/02/2018 11:28,12/02/2018 11:33,0:04:56,17,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,6,53,NA,3,NA,,,,50,53,1,Internet (site),Nao,,,Superou,NR,9,NR,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino medio incompleto,Solteiro (a),Nao sabe
Visitantes,787,Baianas Ozadas,12/02/2018 11:28,12/02/2018 11:35,0:06:22,45,Brasil,Rio de Janeiro,Rio de Janeiro,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,4,800,,400,250,,100,,50,800,1,Amigos/Familiares,Nao,,,Superou,7,9,7,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,788,Baianas Ozadas,12/02/2018 11:29,12/02/2018 11:35,0:06:04,33,Brasil,Minas Gerais,Governador Valadares,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,3,350,,250,100,,,,,350,1,Amigos/Familiares,Nao,,,Superou,8,8,9,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,789,Bloco Havayanas Usadas,12/02/2018 11:29,12/02/2018 11:34,0:05:00,26,Brasil,Minas Gerais,Belo Horizonte,Sagrada Familia,Leste,NA,NA,NA,NA,NA,NA,2,100,NA,100,NA,,,,,100,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,7,7,10,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Visitantes,790,Baianas Ozadas,12/02/2018 11:29,12/02/2018 11:36,0:07:43,23,Brasil,Minas Gerais,Formiga,NA,NA,Sim,4,Casa de Amigos/Parentes,Carro,Sim,NA,2,350,,200,100,,,,,350,2,Amigos/Familiares,Nao,,,Atendeu em parte,2,8,3,6,Nao,Nao sabe,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Feminino,Ensino superior completo,Solteiro (a),Nao sabe
Morador,791,Baianas Ozadas,12/02/2018 11:30,12/02/2018 11:35,0:04:56,20,Brasil,Minas Gerais,Pedro Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,1,250,NA,150,NA,100,,,,250,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,7,8,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,792,Bloco Havayanas Usadas,12/02/2018 11:30,12/02/2018 11:38,0:08:13,17,Brasil,Minas Gerais,Belo Horizonte,Sao Geraldo,Leste,NA,NA,NA,NA,NA,NA,6,679,NA,600,NA,60,19,,,679,4,Internet (site),Sim,Melhorou,,Superou,5,8,5,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,793,Baianas Ozadas,12/02/2018 11:31,12/02/2018 11:36,0:04:52,29,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,NA,NA,NA,NA,NA,NA,3,150,NA,150,NA,,,,,150,2,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,3,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,794,Bloco Havayanas Usadas,12/02/2018 11:31,12/02/2018 11:37,0:05:43,45,Brasil,Minas Gerais,Belo Horizonte,Tupi B,Norte,NA,NA,NA,NA,NA,NA,1,72,NA,30,NA,12,30,,,72,3,Amigos/Familiares,Nao,,,Atendeu plenamente,7,5,9,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Outro,Masculino,Ensino medio completo,Casado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,795,Batiza,12/02/2018 11:32,12/02/2018 11:37,0:04:41,32,Brasil,Minas Gerais,Belo Horizonte,Graça,Nordeste,NA,NA,NA,NA,NA,NA,3,700,NA,500,NA,200,,,,700,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,7,10,10,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Visitantes,796,Baianas Ozadas,12/02/2018 11:33,12/02/2018 11:38,0:04:57,30,Brasil,Minas Gerais,Capelinha,NA,NA,Sim,2,Outro   carro,Carro,Sim,NA,3,600,,240,60,,,,,300,2,Internet (site),Nao,,,Superou,6,9,6,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Feminino,Ensino medio completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,797,Baianas Ozadas,12/02/2018 11:34,12/02/2018 11:39,0:05:03,16,Brasil,Minas Gerais,Entre Rios de Minas,NA,NA,Sim,5,Casa de Amigos/Parentes,Outro   Uber,Sim,NA,5,500,,500,,,,,,500,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Atendeu em parte,6,10,10,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Ambev,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,798,Bloco Havayanas Usadas,12/02/2018 11:34,12/02/2018 11:46,0:11:58,49,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,3,80,NA,20,NA,20,40,,,80,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,10,10,9,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Casado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,799,Baianas Ozadas,12/02/2018 11:35,12/02/2018 11:41,0:05:42,35,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,2,600,NA,200,NA,100,,,300,600,1,Internet (site),Sim,Melhorou,,Atendeu plenamente,3,5,6,6,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,800,Baianas Ozadas,12/02/2018 11:37,12/02/2018 11:40,0:03:29,19,Brasil,Minas Gerais,Caete,NA,NA,NA,NA,NA,NA,NA,NA,2,200,NA,150,NA,50,,,,200,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,6,8,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino medio completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Visitantes,801,Baianas Ozadas,12/02/2018 11:37,12/02/2018 11:44,0:07:04,73,Brasil,Bahia,Salvador,NA,NA,Sim,6,Hoteis/Pousadas,Aviao,Sim,NA,6,1000,600,200,,200,,,,1000,1,Amigos/Familiares,Nao,,,Superou,7,8,10,10,Nao,Viagem,Sim,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Nao sabe,,Feminino,Ensino superior completo,Viuvo (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,802,Batiza,12/02/2018 11:38,12/02/2018 11:44,0:05:20,27,Brasil,Minas Gerais,Belo Horizonte,Santo Andre,Noroeste,NA,NA,NA,NA,NA,NA,4,400,NA,200,NA,200,,,,400,1,Outro,Sim,Melhorou,,Superou,1,2,2,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Populaçao,Feminino,Ensino superior completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,803,Baianas Ozadas,12/02/2018 11:39,12/02/2018 11:44,0:04:52,32,Brasil,Minas Gerais,Belo Horizonte,Joao Pinheiro,Noroeste,NA,NA,NA,NA,NA,NA,6,390,NA,300,NA,60,30,,,390,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,8,5,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,804,Baianas Ozadas,12/02/2018 11:39,12/02/2018 11:44,0:04:42,33,Brasil,Minas Gerais,Belo Horizonte,Cabana do Pai Tomas,Oeste,NA,NA,NA,NA,NA,NA,6,300,NA,240,NA,60,,,,300,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,6,10,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,805,Bloco Havayanas Usadas,12/02/2018 11:39,12/02/2018 11:45,0:06:12,26,Brasil,Minas Gerais,Belo Horizonte,Sagrada Familia,Leste,NA,NA,NA,NA,NA,NA,3,170,NA,60,NA,60,50,,,170,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,10,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,806,Baianas Ozadas,12/02/2018 11:39,12/02/2018 11:50,0:11:02,49,Brasil,Minas Gerais,Belo Horizonte,Alto Barroca,Oeste,NA,NA,NA,NA,NA,NA,2,100,NA,30,NA,,,,,30,1,Amigos/Familiares,Sim,Melhorou,,Superou,4,5,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
