,index,morador,numero_controle,bloco,bloco_classificacao,dt_visita,dt_termino,tempo_total_entrev,idade,pais,estado,cidade,bairro_bh,regiao_bh,t_pernoite,t_qtpernoite,t_hospedagem,t_transp,t_motivo,t_outro_motivo,dias_carnaval,gasto_total,t_hospedagem.1,alimentacao,t_atrativos_passeios,transporte_interno,compras,ingressos,outros,total,qtd_pessoas_gasto,fonte_carnaval,participou_anos_anteriores,evolucao,motivo,expectativas,aval_geral,aval_banheiros,aval_seguranca,aval_precos,proxima_edicao,motivo_nao,blocos_de_rua,escola_samba_caricato,eventos_privados,palcos,t_visita_amigos,t_city_tour,t_visita_cultural,t_compras,t_gastronomia,principal_patrocinador,outro_patrocinador,genero,escolaridade,estado_civil,faixa_renda,int_renda,nivel_gastos,categoria_escolaridade,categoria_transporte,categoria_hospedagem,categoria_regiao,faixa_etaria
429,441,Visitantes,442,Bloco Angola Janga,Outros,2018-02-11 16:57:00,2018-02-11 17:04:00,0 days 00:07:01,43,Brasil,Rio de Janeiro,Rio de Janeiro,,,Sim,7.0,Casa de Amigos/Parentes,Taxi,Sim,Nao respondeu,6,250.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,250.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Nao satisfez/decepcionou,4.0,10.0,10.0,8.0,False,Viagem,True,False,False,False,False,False,False,False,False,Nao sabe,Outro,Masculino,Ensino medio completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Ensino Básico,Aplicativo,Casa,Sudeste,Meia-idade
430,442,Morador,443,Bloco Angola Janga,Outros,2018-02-11 17:02:00,2018-02-11 17:09:00,0 days 00:06:50,16,Brasil,Minas Gerais,Belo Horizonte,Ouro Preto,Pampulha,,,,,,,6,250.0,,150.0,,100.0,0.0,0.0,0.0,230.0,2.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,9.0,7.0,9.0,True,Retornara,True,False,False,False,,,,,,Brahma,Ambev,Masculino,Ensino medio incompleto,Outro,"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
431,443,Morador,444,Bloco Angola Janga,Outros,2018-02-11 17:02:00,2018-02-11 17:09:00,0 days 00:07:02,23,Brasil,Minas Gerais,Belo Horizonte,Liberdade,Pampulha,,,,,,,4,25.0,,20.0,,5.0,0.0,0.0,0.0,25.0,1.0,Nao sabe,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,2.0,4.0,6.0,7.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
432,444,Morador,445,Bloco Angola Janga,Outros,2018-02-11 17:06:00,2018-02-11 17:26:00,0 days 00:20:07,40,Brasil,Minas Gerais,Belo Horizonte,Pompeia,Leste,,,,,,,4,250.0,,200.0,,50.0,0.0,0.0,0.0,250.0,1.0,Internet (site),Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,7.0,9.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Uber,Masculino,Ensino medio incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
433,446,Morador,447,Bloco Angola Janga,Outros,2018-02-11 17:16:00,2018-02-11 17:19:00,0 days 00:03:42,16,Brasil,Minas Gerais,Belo Horizonte,Nova Vista,Leste,,,,,,,6,140.0,,140.0,,0.0,0.0,0.0,0.0,140.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,6.0,9.0,4.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
434,447,Morador,448,Bloco Angola Janga,Outros,2018-02-11 17:19:00,2018-02-11 17:27:00,0 days 00:07:37,25,Brasil,Minas Gerais,Belo Horizonte,Santo Antonio,Centro sul,,,,,,,3,70.0,,50.0,,20.0,0.0,0.0,0.0,70.0,1.0,Nao sabe,Sim,Piorou,Outro   menos animado,Atendeu em parte,9.0,8.0,9.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Adulto
435,448,Morador,449,Bloco Angola Janga,Outros,2018-02-11 17:21:00,2018-02-11 17:25:00,0 days 00:04:40,16,Brasil,Minas Gerais,Belo Horizonte,Vila Pinho,Barreiro,,,,,,,6,250.0,,200.0,,50.0,0.0,0.0,0.0,250.0,7.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,2.0,10.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Uber,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
436,449,Morador,450,Bloco Angola Janga,Outros,2018-02-11 17:27:00,2018-02-11 17:32:00,0 days 00:04:20,18,Brasil,Minas Gerais,Belo Horizonte,Universitario,Pampulha,,,,,,,4,200.0,,150.0,,50.0,0.0,0.0,0.0,200.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,1.0,7.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
437,450,Morador,451,Bloco Angola Janga,Outros,2018-02-11 17:28:00,2018-02-11 17:35:00,0 days 00:07:47,38,Brasil,Minas Gerais,Belo Horizonte,Castanheira,Leste,,,,,,,2,130.0,,100.0,,30.0,0.0,0.0,0.0,130.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Superou,10.0,9.0,4.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino medio incompleto,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
438,451,Visitantes,452,Bloco Angola Janga,Outros,2018-02-11 17:29:00,2018-02-11 17:36:00,0 days 00:07:40,16,Brasil,Minas Gerais,Muriae,,,Sim,10.0,Outro   airbnb,Carro,Sim,Nao respondeu,6,1100.0,500.0,300.0,300.0,0.0,0.0,0.0,0.0,1100.0,2.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,5.0,5.0,8.0,7.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Alto,Graduado,Transporte Privado,Airbnb,Sudeste,Jovem adulto
439,452,Visitantes,453,Bloco Angola Janga,Outros,2018-02-11 17:35:00,2018-02-11 17:39:00,0 days 00:04:12,39,Brasil,Minas Gerais,Sete Lagoas,,,Nao,0.0,Outros,Outros,Nao respondeu,Nao respondeu,1,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu em parte,5.0,7.0,9.0,8.0,True,Retornara,True,False,False,False,False,False,False,False,False,Nao sabe,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"Até um salário mínimo (R$ 954,00)",1,Baixo,Ensino Básico,Outros,Outros,Sudeste,Adulto
440,453,Morador,454,Bloco Angola Janga,Outros,2018-02-11 17:37:00,2018-02-11 17:41:00,0 days 00:03:42,16,Brasil,Minas Gerais,Betim,Desconhecido,Desconhecido,,,,,,,2,500.0,,300.0,,200.0,0.0,0.0,0.0,500.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Indiferente,5.0,8.0,5.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
441,454,Morador,455,Bloco Angola Janga,Outros,2018-02-11 17:40:00,2018-02-11 17:44:00,0 days 00:03:26,50,Brasil,Minas Gerais,Belo Horizonte,Conjunto Santa Maria,Oeste,,,,,,,6,100.0,,90.0,,10.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,10.0,9.0,8.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Feminino,Ensino medio incompleto,Solteiro (a),"Até um salário mínimo (R$ 954,00)",1,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
442,455,Morador,456,Bloco Angola Janga,Outros,2018-02-11 17:42:00,2018-02-11 17:47:00,0 days 00:05:27,16,Brasil,Minas Gerais,Florestal,Desconhecido,Desconhecido,,,,,,,4,500.0,,200.0,,100.0,200.0,0.0,0.0,500.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,3.0,6.0,5.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
443,456,Morador,457,Bloco Angola Janga,Outros,2018-02-11 17:48:00,2018-02-11 17:56:00,0 days 00:08:12,23,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,,,,,,,6,330.0,,150.0,,150.0,0.0,0.0,30.0,330.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Piorou,Muita gente,Atendeu em parte,2.0,4.0,3.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
444,457,Visitantes,458,Bloco Angola Janga,Outros,2018-02-11 17:52:00,2018-02-11 18:04:00,0 days 00:11:56,27,Peru,Inter,Inter,,,Sim,2.0,Casa de Amigos/Parentes,Outro   Uber,Sim,Nao respondeu,2,200.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,4.0,7.0,8.0,10.0,False,Viagem,True,False,False,False,False,False,False,False,False,Nao sabe,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,Aplicativo,Casa,Desconhecido/Inter,Adulto
445,458,Morador,459,Bloco Angola Janga,Outros,2018-02-11 17:53:00,2018-02-11 17:57:00,0 days 00:03:35,16,Brasil,Minas Gerais,Belo Horizonte,Acaiaca,Nordeste,,,,,,,6,300.0,,300.0,,0.0,0.0,0.0,0.0,300.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,1.0,5.0,5.0,8.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Masculino,Ensino superior completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
446,459,Morador,460,Bloco Angola Janga,Outros,2018-02-11 18:00:00,2018-02-11 18:08:00,0 days 00:07:21,17,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,4,700.0,,450.0,,0.0,0.0,250.0,0.0,700.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu plenamente,3.0,6.0,1.0,9.0,True,Retornara,True,False,True,False,,,,,,Uber,Brahma,Masculino,Ensino medio incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Médio,Ensino Básico,,Outros,Sudeste,Jovem adulto
447,460,Morador,461,Bloco Angola Janga,Outros,2018-02-11 18:08:00,2018-02-11 18:16:00,0 days 00:08:13,60,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,,,,,,,4,1300.0,,500.0,,500.0,0.0,0.0,300.0,1300.0,3.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,8.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Alto,Graduado,,Outros,Sudeste,Idoso
448,461,Visitantes,462,Bloco Angola Janga,Outros,2018-02-11 18:09:00,2018-02-11 18:15:00,0 days 00:06:00,30,Brasil,Minas Gerais,Juiz de Fora,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,5,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,10.0,8.0,9.0,True,Retornara,True,False,False,False,False,False,False,False,False,Uber,Nao possui,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Pós,Transporte Privado,Casa,Sudeste,Adulto
449,462,Morador,463,Bloco Angola Janga,Outros,2018-02-11 18:10:00,2018-02-11 18:16:00,0 days 00:05:33,16,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,6,40.0,,0.0,,30.0,10.0,0.0,0.0,40.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,6.0,5.0,10.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
450,463,Morador,464,Bloco Angola Janga,Outros,2018-02-11 18:16:00,2018-02-11 18:23:00,0 days 00:06:45,31,Brasil,Minas Gerais,Belo Horizonte,Lourdes,Centro sul,,,,,,,6,470.0,,360.0,,50.0,0.0,20.0,40.0,470.0,1.0,Nao sabe,Sim,Melhorou,Nao respondeu,Atendeu plenamente,1.0,7.0,5.0,10.0,True,Retornara,True,False,True,False,,,,,,Nao sabe,Nao possui,Masculino,Pos – Graduaçao – Especializaçao,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",10,Baixo,Pós,,Outros,Sudeste,Adulto
451,464,Morador,465,Bloco Angola Janga,Outros,2018-02-11 18:17:00,2018-02-11 18:19:00,0 days 00:02:07,16,Brasil,Minas Gerais,Brumadinho,Desconhecido,Desconhecido,,,,,,,2,30.0,,30.0,,0.0,0.0,0.0,0.0,30.0,3.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Nao satisfez/decepcionou,8.0,8.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Masculino,Ensino medio completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
452,465,Morador,466,Bloco Angola Janga,Outros,2018-02-11 18:24:00,2018-02-11 18:34:00,0 days 00:09:36,27,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,5,450.0,,400.0,,50.0,0.0,0.0,0.0,450.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Nao satisfez/decepcionou,1.0,1.0,1.0,4.0,False,Nao sabe,True,False,True,False,,,,,,Populaçao,Nao possui,Feminino,Ensino superior incompleto,Divorciado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Adulto
453,466,Morador,467,Bloco Angola Janga,Outros,2018-02-11 18:26:00,2018-02-11 18:31:00,0 days 00:04:56,54,Brasil,Minas Gerais,Belo Horizonte,Aeroporto,Pampulha,,,,,,,3,609.0,,550.0,,59.0,0.0,0.0,0.0,609.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu plenamente,1.0,7.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino medio incompleto,Divorciado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Médio,Ensino Básico,,Outros,Sudeste,Meia-idade
454,467,Morador,468,Baianas Ozadas,Baianas Ozadas,2018-02-12 05:47:00,2018-02-12 07:42:00,0 days 01:54:22,33,Brasil,Minas Gerais,Belo Horizonte,Tupi B,Norte,,,,,,,2,150.0,,100.0,,50.0,0.0,0.0,0.0,150.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu plenamente,2.0,7.0,5.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino medio completo,Outro,"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
455,468,Visitantes,469,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:32:00,2018-02-12 08:39:00,0 days 00:06:36,24,Brasil,Minas Gerais,Matipo,,,Sim,4.0,Hoteis/Pousadas,Taxi,Sim,Nao respondeu,4,400.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,8.0,9.0,9.0,10.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,Aplicativo,Hospedagem,Sudeste,Jovem adulto
456,469,Morador,470,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:33:00,2018-02-12 08:41:00,0 days 00:08:35,25,Brasil,Minas Gerais,Belo Horizonte,Caiçara Adelaide,Noroeste,,,,,,,6,1200.0,,700.0,,200.0,0.0,0.0,300.0,1200.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu em parte,5.0,7.0,8.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Alto,Graduado,,Outros,Sudeste,Adulto
457,470,Morador,471,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:33:00,2018-02-12 08:38:00,0 days 00:04:33,16,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,6,600.0,,600.0,,0.0,0.0,0.0,0.0,600.0,2.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,4.0,8.0,10.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Ambev,Feminino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Médio,Ensino Básico,,Outros,Sudeste,Jovem adulto
458,471,Visitantes,472,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:34:00,2018-02-12 08:46:00,0 days 00:12:47,18,Brasil,Minas Gerais,Monte Carmelo,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,6,1550.0,0.0,300.0,200.0,0.0,0.0,1000.0,50.0,1550.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,2.0,8.0,4.0,8.0,False,Viagem,True,False,True,False,True,False,False,False,True,Amstel,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Alto,Ensino Básico,Transporte Privado,Casa,Sudeste,Jovem adulto
459,473,Morador,474,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:35:00,2018-02-12 08:43:00,0 days 00:08:32,53,Brasil,Minas Gerais,Belo Horizonte,Buritis,Oeste,,,,,,,3,250.0,,150.0,,100.0,0.0,0.0,0.0,250.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Superou,7.0,8.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
460,474,Morador,475,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:35:00,2018-02-12 08:41:00,0 days 00:05:57,62,Brasil,Minas Gerais,Belo Horizonte,Boa Vista,Leste,,,,,,,5,100.0,,50.0,,50.0,0.0,0.0,0.0,100.0,1.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,3.0,8.0,8.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Feminino,Ensino fundamental incompleto,Viuvo (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Idoso
461,475,Visitantes,476,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:35:00,2018-02-12 08:42:00,0 days 00:06:26,53,Brasil,Espirito Santo,Vitoria,,,Sim,7.0,Casa de Amigos/Parentes,Aviao,Sim,Nao respondeu,6,500.0,0.0,400.0,50.0,0.0,0.0,50.0,0.0,500.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,5.0,7.0,6.0,8.0,False,Nao sabe,True,False,True,False,False,False,False,False,False,Nao sabe,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,Transporte Coletivo,Casa,Sudeste,Meia-idade
462,476,Morador,477,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:36:00,2018-02-12 08:46:00,0 days 00:10:16,19,Brasil,Minas Gerais,Belo Horizonte,Castelo,Pampulha,,,,,,,3,435.0,,300.0,,60.0,30.0,0.0,45.0,435.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,5.0,7.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
463,477,Morador,478,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:36:00,2018-02-12 08:41:00,0 days 00:05:15,54,Brasil,Minas Gerais,Belo Horizonte,Milionarios,Barreiro,,,,,,,2,300.0,,215.0,,50.0,0.0,0.0,35.0,300.0,4.0,Jornais/Revistas,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,2.0,6.0,6.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino medio completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
464,478,Morador,479,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:38:00,2018-02-12 08:42:00,0 days 00:03:56,37,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,2,40.0,,10.0,,30.0,0.0,0.0,0.0,40.0,2.0,Jornais/Revistas,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,3.0,8.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
465,479,Morador,480,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:39:00,2018-02-12 08:44:00,0 days 00:05:23,16,Brasil,Minas Gerais,Belo Horizonte,Tupi A,Norte,,,,,,,6,70.0,,50.0,,20.0,0.0,0.0,0.0,70.0,5.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,7.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Ambev,Feminino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
466,480,Morador,481,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:39:00,2018-02-12 08:47:00,0 days 00:08:22,53,Brasil,Minas Gerais,Belo Horizonte,Bom Jesus,Noroeste,,,,,,,3,200.0,,100.0,,100.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,8.0,8.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Ensino medio completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
467,481,Visitantes,482,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:40:00,2018-02-12 08:46:00,0 days 00:06:08,22,Brasil,Minas Gerais,Ituiutaba,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,5,400.0,0.0,250.0,50.0,0.0,100.0,0.0,0.0,400.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,6.0,9.0,7.0,8.0,True,Retornara,True,False,False,False,False,False,False,False,False,Skol,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",9,Baixo,Ensino Básico,Transporte Privado,Casa,Sudeste,Jovem adulto
468,482,Morador,483,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:41:00,2018-02-12 08:47:00,0 days 00:05:24,25,Brasil,Minas Gerais,Belo Horizonte,Rio Branco,Venda Nova,,,,,,,1,63.0,,50.0,,8.0,5.0,0.0,0.0,63.0,1.0,Outro,Sim,Piorou,Segurança,Atendeu plenamente,5.0,4.0,5.0,7.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Ensino superior completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,,Outros,Sudeste,Adulto
469,483,Morador,484,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:41:00,2018-02-12 08:46:00,0 days 00:04:40,24,Brasil,Minas Gerais,Betim,Desconhecido,Desconhecido,,,,,,,1,60.0,,40.0,,20.0,0.0,0.0,0.0,60.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,7.0,6.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
470,484,Visitantes,485,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:41:00,2018-02-12 08:54:00,0 days 00:12:06,39,Brasil,Rio Grande do Sul,Caxias do Sul,,,Sim,7.0,Casa de Amigos/Parentes,Aviao,Sim,Nao respondeu,6,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,5.0,10.0,10.0,10.0,False,Outro   Prefere locais pequenos,True,False,False,False,False,False,False,False,False,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,Transporte Coletivo,Casa,Sul,Adulto
