,index,morador,numero_controle,bloco,bloco_classificacao,dt_visita,dt_termino,tempo_total_entrev,idade,pais,estado,cidade,bairro_bh,regiao_bh,t_pernoite,t_qtpernoite,t_hospedagem,t_transp,t_motivo,t_outro_motivo,dias_carnaval,gasto_total,t_hospedagem.1,alimentacao,t_atrativos_passeios,transporte_interno,compras,ingressos,outros,total,qtd_pessoas_gasto,fonte_carnaval,participou_anos_anteriores,evolucao,motivo,expectativas,aval_geral,aval_banheiros,aval_seguranca,aval_precos,proxima_edicao,motivo_nao,blocos_de_rua,escola_samba_caricato,eventos_privados,palcos,t_visita_amigos,t_city_tour,t_visita_cultural,t_compras,t_gastronomia,principal_patrocinador,outro_patrocinador,genero,escolaridade,estado_civil,faixa_renda,int_renda,nivel_gastos,categoria_escolaridade,categoria_transporte,categoria_hospedagem,categoria_regiao,faixa_etaria
42,42,Morador,43,Tchanzinho Zona Norte,Outros,2018-02-09 20:07:00,2018-02-09 20:15:00,0 days 00:08:21,54,Brasil,Minas Gerais,Belo Horizonte,Dona Clara,Pampulha,,,,,,,3,130.0,,100.0,,30.0,0.0,0.0,0.0,130.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,6.0,8.0,7.0,9.0,True,Retornara,True,True,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",9,Baixo,Graduado,,Outros,Sudeste,Meia-idade
43,43,Morador,44,Tchanzinho Zona Norte,Outros,2018-02-09 20:15:00,2018-02-09 20:30:00,0 days 00:15:49,45,Brasil,Minas Gerais,Belo Horizonte,Santa Tereza,Leste,,,,,,,6,315.0,,250.0,,15.0,50.0,0.0,0.0,315.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,2.0,5.0,2.0,6.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Feminino,Ensino superior completo,Divorciado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Meia-idade
44,44,Morador,45,Tchanzinho Zona Norte,Outros,2018-02-09 20:24:00,2018-02-09 20:31:00,0 days 00:07:00,24,Brasil,Minas Gerais,Belo Horizonte,Indaia,Pampulha,,,,,,,6,1000.0,,500.0,,500.0,0.0,0.0,0.0,1000.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,3.0,3.0,6.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Uber,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Médio,Graduado,,Outros,Sudeste,Jovem adulto
45,45,Morador,46,Tchanzinho Zona Norte,Outros,2018-02-09 20:34:00,2018-02-09 20:47:00,0 days 00:12:08,25,Brasil,Minas Gerais,Belo Horizonte,Conjunto Bonsucesso,Barreiro,,,,,,,6,100.0,,20.0,,20.0,30.0,0.0,0.0,70.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Indiferente,2.0,2.0,2.0,2.0,False,Nao sabe,True,False,False,False,,,,,,Skol,Prefeitura,Masculino,Ensino tecnico,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Adulto
46,46,Morador,47,Tchanzinho Zona Norte,Outros,2018-02-09 21:05:00,2018-02-09 21:13:00,0 days 00:08:30,23,Brasil,Minas Gerais,Belo Horizonte,Santo Agostinho,Centro sul,,,,,,,4,160.0,,100.0,,60.0,0.0,0.0,0.0,160.0,2.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,6.0,9.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
47,47,Morador,48,Tchanzinho Zona Norte,Outros,2018-02-09 21:14:00,2018-02-09 21:19:00,0 days 00:05:04,19,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,2,100.0,,50.0,,50.0,0.0,0.0,0.0,100.0,1.0,Internet (site),Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,7.0,6.0,7.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
48,48,Morador,49,Entao Brilha,Entao Brilha,2018-02-10 06:27:00,2018-02-10 06:45:00,0 days 00:17:23,29,Brasil,Minas Gerais,Belo Horizonte,Gutierrez,Oeste,,,,,,,5,175.0,,70.0,,35.0,50.0,0.0,20.0,175.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",Nao respondeu,Indiferente,5.0,1.0,5.0,5.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Adulto
49,49,Visitantes,50,Entao Brilha,Entao Brilha,2018-02-10 06:27:00,2018-02-10 06:39:00,0 days 00:11:31,25,Brasil,Minas Gerais,Joao Monlevade,,,Sim,0.0,Outros,Outros,Nao respondeu,Nao respondeu,6,280.0,0.0,150.0,100.0,0.0,30.0,0.0,0.0,280.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,8.0,7.0,6.0,9.0,True,Retornara,True,False,False,False,False,False,False,False,False,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,Outros,Outros,Sudeste,Adulto
50,50,Morador,51,Entao Brilha,Entao Brilha,2018-02-10 06:30:00,2018-02-10 06:38:00,0 days 00:07:36,28,Brasil,Minas Gerais,Belo Horizonte,Lourdes,Centro sul,,,,,,,3,112.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,3.0,3.0,6.0,8.0,False,Viagem,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,,Outros,Sudeste,Adulto
51,51,Morador,52,Entao Brilha,Entao Brilha,2018-02-10 06:31:00,2018-02-10 06:39:00,0 days 00:08:20,37,Brasil,Minas Gerais,Betim,Desconhecido,Desconhecido,,,,,,,5,400.0,,180.0,,50.0,50.0,0.0,30.0,280.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,10.0,7.0,7.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",9,Baixo,Pós,,Outros,Sudeste,Adulto
52,52,Morador,53,Entao Brilha,Entao Brilha,2018-02-10 06:34:00,2018-02-10 06:42:00,0 days 00:07:43,24,Brasil,Minas Gerais,Ribeirao das Neves,Desconhecido,Desconhecido,,,,,,,4,30.0,,8.0,,0.0,0.0,0.0,0.0,13.0,3.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,7.0,9.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
53,53,Morador,54,Entao Brilha,Entao Brilha,2018-02-10 06:39:00,2018-02-10 06:50:00,0 days 00:10:19,24,Brasil,Minas Gerais,Belo Horizonte,Uniao,Nordeste,,,,,,,6,786.0,,630.0,,48.0,18.0,0.0,90.0,786.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,2.0,10.0,7.0,10.0,True,Retornara,True,True,True,True,,,,,,Ambev,Prefeitura,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Médio,Graduado,,Outros,Sudeste,Jovem adulto
54,56,Visitantes,57,Entao Brilha,Entao Brilha,2018-02-10 06:45:00,2018-02-10 06:57:00,0 days 00:11:36,32,Chile,Inter,Inter,,,Sim,1.0,Casa propria/alugada,Aviao,Sim,Nao respondeu,2,380.0,0.0,150.0,50.0,0.0,0.0,100.0,80.0,380.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,7.0,3.0,7.0,7.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Baixo,Graduado,Transporte Coletivo,Casa,Desconhecido/Inter,Adulto
55,57,Morador,58,Entao Brilha,Entao Brilha,2018-02-10 06:47:00,2018-02-10 06:57:00,0 days 00:09:46,24,Brasil,Minas Gerais,Belo Horizonte,Nova Suissa,Oeste,,,,,,,1,100.0,,80.0,,20.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,8.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Uber,Masculino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
56,58,Morador,59,Entao Brilha,Entao Brilha,2018-02-10 06:50:00,2018-02-10 06:55:00,0 days 00:05:28,22,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,3,186.0,,150.0,,36.0,0.0,0.0,0.0,186.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,8.0,6.0,6.0,7.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino tecnico,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
57,59,Morador,60,Entao Brilha,Entao Brilha,2018-02-10 06:51:00,2018-02-10 06:59:00,0 days 00:07:39,24,Brasil,Minas Gerais,Belo Horizonte,Maria Goretti,Nordeste,,,,,,,5,200.0,,70.0,,50.0,20.0,0.0,0.0,140.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Superou,3.0,7.0,4.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
58,60,Visitantes,61,Entao Brilha,Entao Brilha,2018-02-10 06:53:00,2018-02-10 07:00:00,0 days 00:06:54,29,França,Inter,Inter,,,Sim,2.0,Casa de Amigos/Parentes,Aviao,Sim,Nao respondeu,5,804.0,0.0,402.0,0.0,402.0,0.0,0.0,0.0,804.0,3.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,5.0,7.0,7.0,10.0,True,Retornara,True,False,False,False,False,False,False,False,False,Nao sabe,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Médio,Graduado,Transporte Coletivo,Casa,Desconhecido/Inter,Adulto
59,61,Visitantes,62,Entao Brilha,Entao Brilha,2018-02-10 06:56:00,2018-02-10 07:02:00,0 days 00:06:30,24,Brasil,Minas Gerais,Congonhas,,,Sim,0.0,Outros,Outros,Nao respondeu,Nao respondeu,3,280.0,0.0,150.0,80.0,0.0,0.0,0.0,50.0,280.0,2.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,8.0,7.0,7.0,8.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,Outros,Outros,Sudeste,Jovem adulto
60,62,Visitantes,63,Entao Brilha,Entao Brilha,2018-02-10 06:57:00,2018-02-10 07:08:00,0 days 00:10:44,22,Brasil,Minas Gerais,Para de Minas,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,6,360.0,0.0,150.0,10.0,0.0,150.0,0.0,50.0,360.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu em parte,7.0,8.0,9.0,10.0,True,Retornara,True,False,True,False,False,False,False,False,False,Catuaba selvagem,Skol,Feminino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,Transporte Privado,Casa,Sudeste,Jovem adulto
61,63,Morador,64,Entao Brilha,Entao Brilha,2018-02-10 06:59:00,2018-02-10 07:05:00,0 days 00:06:10,36,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,,,,,,,2,300.0,,170.0,,50.0,80.0,0.0,0.0,300.0,2.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,6.0,5.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Pos – Graduaçao – Mestrado,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Pós,,Outros,Sudeste,Adulto
62,64,Morador,65,Entao Brilha,Entao Brilha,2018-02-10 07:03:00,2018-02-10 07:09:00,0 days 00:06:43,37,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,,,,,,,6,350.0,,150.0,,100.0,0.0,0.0,100.0,350.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu em parte,6.0,3.0,9.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Pos – Graduaçao – Especializaçao,Divorciado (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Pós,,Outros,Sudeste,Adulto
63,65,Morador,66,Entao Brilha,Entao Brilha,2018-02-10 07:08:00,2018-02-10 07:21:00,0 days 00:12:22,18,Brasil,Minas Gerais,Belo Horizonte,Alto Vera Cruz,Leste,,,,,,,6,210.0,,80.0,,0.0,0.0,80.0,50.0,210.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Nao satisfez/decepcionou,7.0,6.0,3.0,5.0,True,Retornara,True,False,True,True,,,,,,Outro,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
64,66,Morador,67,Entao Brilha,Entao Brilha,2018-02-10 07:10:00,2018-02-10 07:18:00,0 days 00:07:48,50,Brasil,Minas Gerais,Belo Horizonte,Santa Amelia,Pampulha,,,,,,,6,650.0,,500.0,,150.0,0.0,0.0,0.0,650.0,2.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,8.0,9.0,5.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino medio completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Médio,Ensino Básico,,Outros,Sudeste,Meia-idade
65,67,Morador,68,Entao Brilha,Entao Brilha,2018-02-10 07:11:00,2018-02-10 07:33:00,0 days 00:22:10,67,Brasil,Minas Gerais,Belo Horizonte,Cidade Jardim,Centro sul,,,,,,,2,300.0,,100.0,,150.0,0.0,0.0,50.0,300.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,9.0,7.0,9.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Feminino,Ensino medio completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Ensino Básico,,Outros,Sudeste,Idoso
66,68,Morador,69,Entao Brilha,Entao Brilha,2018-02-10 07:12:00,2018-02-10 07:20:00,0 days 00:08:20,39,Brasil,Minas Gerais,Belo Horizonte,Graça,Nordeste,,,,,,,4,150.0,,100.0,,50.0,0.0,0.0,0.0,150.0,1.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Atendeu plenamente,8.0,5.0,5.0,9.0,True,Retornara,True,False,False,False,,,,,,Populaçao,Nao possui,Masculino,Ensino tecnico,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Adulto
67,69,Morador,70,Entao Brilha,Entao Brilha,2018-02-10 07:13:00,2018-02-10 07:19:00,0 days 00:05:10,26,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,,,,,,,5,100.0,,100.0,,0.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,2.0,6.0,1.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Adulto
68,70,Visitantes,71,Entao Brilha,Entao Brilha,2018-02-10 07:20:00,2018-02-10 07:40:00,0 days 00:20:17,25,Brasil,Minas Gerais,Divinopolis,,,Sim,3.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,3,200.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,200.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu em parte,6.0,9.0,9.0,10.0,True,Retornara,True,False,False,False,False,False,False,False,False,Ambev,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",10,Baixo,Graduado,Transporte Privado,Casa,Sudeste,Adulto
69,71,Morador,72,Entao Brilha,Entao Brilha,2018-02-10 07:23:00,2018-02-10 07:28:00,0 days 00:05:27,18,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,,,,,,,6,310.0,,300.0,,0.0,10.0,0.0,0.0,310.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,1.0,2.0,8.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
70,72,Morador,73,Entao Brilha,Entao Brilha,2018-02-10 07:23:00,2018-02-10 07:32:00,0 days 00:08:24,31,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,,,,,,,2,50.0,,30.0,,20.0,0.0,0.0,0.0,50.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,5.0,5.0,1.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Catuaba selvagem,Feminino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
71,73,Morador,74,Entao Brilha,Entao Brilha,2018-02-10 07:31:00,2018-02-10 07:45:00,0 days 00:13:55,32,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,,,,,,,2,110.0,,70.0,,20.0,20.0,0.0,0.0,110.0,2.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,9.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Feminino,Ensino medio completo,Divorciado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
72,74,Morador,75,Entao Brilha,Entao Brilha,2018-02-10 07:32:00,2018-02-10 07:41:00,0 days 00:09:41,29,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,6,135.0,,35.0,,10.0,60.0,0.0,30.0,135.0,1.0,Outro,Sim,Piorou,Outro   muita policia,Superou,1.0,5.0,2.0,6.0,True,Retornara,True,False,False,False,,,,,,Ninguem,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
73,75,Morador,76,Entao Brilha,Entao Brilha,2018-02-10 07:37:00,2018-02-10 07:47:00,0 days 00:10:26,51,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,,,,,,,6,700.0,,200.0,,100.0,200.0,0.0,200.0,700.0,2.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,9.0,10.0,10.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Masculino,Pos – Graduaçao – Especializaçao,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Médio,Pós,,Outros,Sudeste,Meia-idade
74,76,Morador,77,Entao Brilha,Entao Brilha,2018-02-10 07:39:00,2018-02-10 07:46:00,0 days 00:06:53,28,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,5,250.0,,150.0,,45.0,0.0,0.0,0.0,195.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Indiferente,7.0,9.0,6.0,5.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino fundamental incompleto,Solteiro (a),"Até um salário mínimo (R$ 954,00)",1,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
75,77,Morador,78,Entao Brilha,Entao Brilha,2018-02-10 07:39:00,2018-02-10 07:50:00,0 days 00:10:14,45,Brasil,Minas Gerais,Belo Horizonte,Vila Santo Antonio,Venda Nova,,,,,,,6,300.0,,300.0,,0.0,0.0,0.0,0.0,300.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,9.0,5.0,7.0,8.0,True,Retornara,True,True,False,False,,,,,,Skol,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Pós,,Outros,Sudeste,Meia-idade
76,78,Morador,79,Entao Brilha,Entao Brilha,2018-02-10 07:40:00,2018-02-10 07:49:00,0 days 00:08:56,20,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,6,300.0,,50.0,,0.0,0.0,0.0,0.0,50.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu em parte,2.0,5.0,7.0,7.0,True,Retornara,True,False,True,False,,,,,,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
77,79,Visitantes,80,Entao Brilha,Entao Brilha,2018-02-10 07:43:00,2018-02-10 07:48:00,0 days 00:05:33,26,Brasil,Minas Gerais,Mantena,,,Sim,6.0,Casa de Amigos/Parentes,Carro,Nao,Visitar amigos e parentes,6,500.0,0.0,250.0,0.0,0.0,50.0,200.0,0.0,500.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,8.0,10.0,8.0,True,Retornara,True,False,False,False,False,False,False,False,False,Skol,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,Transporte Privado,Casa,Sudeste,Adulto
78,81,Morador,82,Entao Brilha,Entao Brilha,2018-02-10 07:45:00,2018-02-10 07:56:00,0 days 00:10:07,32,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,5,1500.0,,50.0,,20.0,350.0,0.0,800.0,1220.0,3.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,8.0,9.0,7.0,9.0,True,Retornara,True,False,True,False,,,,,,Skol,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Alto,Pós,,Outros,Sudeste,Adulto
79,82,Morador,83,Entao Brilha,Entao Brilha,2018-02-10 07:47:00,2018-02-10 07:53:00,0 days 00:06:04,25,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,,,,,,,1,158.0,,150.0,,8.0,0.0,0.0,0.0,158.0,1.0,Jornais/Revistas,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu em parte,5.0,7.0,1.0,7.0,False,Viagem,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
80,83,Morador,84,Entao Brilha,Entao Brilha,2018-02-10 07:48:00,2018-02-10 07:55:00,0 days 00:07:34,25,Brasil,Minas Gerais,Betim,Desconhecido,Desconhecido,,,,,,,2,280.0,,40.0,,40.0,200.0,0.0,0.0,280.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu em parte,7.0,7.0,7.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Masculino,Ensino medio completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
81,84,Morador,85,Entao Brilha,Entao Brilha,2018-02-10 07:49:00,2018-02-10 07:58:00,0 days 00:09:03,52,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,4,400.0,,200.0,,20.0,30.0,0.0,0.0,250.0,2.0,Nao sabe,Sim,Melhorou,Nao respondeu,Superou,5.0,10.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Blocos de rua,Ambev,Masculino,Ensino superior completo,Divorciado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Meia-idade
82,85,Morador,86,Entao Brilha,Entao Brilha,2018-02-10 07:50:00,2018-02-10 07:58:00,0 days 00:07:59,19,Brasil,Minas Gerais,Belo Horizonte,Renascença,Nordeste,,,,,,,6,520.0,,300.0,,100.0,120.0,0.0,0.0,520.0,2.0,Outro,Sim,Melhorou,Nao respondeu,Superou,10.0,10.0,8.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Médio,Graduado,,Outros,Sudeste,Jovem adulto
83,86,Visitantes,87,Entao Brilha,Entao Brilha,2018-02-10 07:51:00,2018-02-10 08:00:00,0 days 00:08:24,18,Brasil,Minas Gerais,Varginha,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,6,250.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,150.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,10.0,10.0,1.0,10.0,True,Retornara,True,False,False,False,False,False,False,False,False,Nao sabe,Skol,Feminino,Ensino medio completo,Solteiro (a),"Até um salário mínimo (R$ 954,00)",1,Baixo,Ensino Básico,Transporte Privado,Casa,Sudeste,Jovem adulto
